"ID","PID","Title","Keywords"
"hhhr9/10-1","hhhr9/10","9/10-1 Quadratwurzeln und reelle Zahlen",""
"hhhr9/10-1a","hhhr9/10-1","Quadratwurzel","Square_root"
"hhhr9/10-1b","hhhr9/10-1","reelle Zahl (nur R)","Real_number"
"hhhr9/10-1c","hhhr9/10-1","irrationale Zahl (nur R)","Irrational_Number"
"hhhr9/10-1d","hhhr9/10-1","die Quadratwurzel einer positiven Zahl mit dem Taschenrechner berechnen","Calculate_square_root_of_positive_number_with_calculator"
"hhhr9/10-1e","hhhr9/10-1","mit Quadratwurzeln rechnen","Calculate_with_square_roots"
"hhhr9/10-1f","hhhr9/10-1","rationale und irrationale Zahlen begreifen (nur R)","Understand_rational_and_irrational_numbers"
"hhhr9/10-1g","hhhr9/10-1","mit irrationale Zahlen rechnen (nur R)","Calculate_with_irrational_numbers"
"hhhr9/10-1h","hhhr9/10-1","Kenne Intervallhalbierungsverfahren (nur R)","Know_bisection_method"
"hhhr9/10-1i","hhhr9/10-1","Teilmengenbeziehungen zwischen Zahlbereichen begreifen (nur R)",""
"hhhr9/10-2","hhhr9/10","9/10-2 Funktionen und Gleichungen",""
"hhhr9/10-2a","hhhr9/10-2","lineare Gleichung","Linear_Equation"
"hhhr9/10-2b","hhhr9/10-2","Lineares Gleichungssystem","Linear_equations_system"
"hhhr9/10-2c","hhhr9/10-2","lineare Gleichungen mit Angabe des Nährungswertes grafisch lösen","Solve_graphically_linear_equation_by_giving_approximate_solution"
"hhhr9/10-2d","hhhr9/10-2","ein lineares Gleichungssystem mit zwei Variablen grafisch lösen","Solve_graphically_system_of_equations"
"hhhr9/10-2e","hhhr9/10-2","analytische Methoden zur Lösung von Gleichungen verwenden (nur R)","Use_analytical_methods_to_solve_equation"
"hhhr9/10-2f","hhhr9/10-2","lineare Gleichungen mit ganzzahligen Koeffizienten lösen","Solve_linear_equation_with_whole_number_coefficients"
"hhhr9/10-2g","hhhr9/10-2","ein Gleichungssystem mit zwei linearen Gleichungen und zwei Unbekannten lösen (nur R)","Solve_system_of_two_linear_equations_with_two_unknowns"
"hhhr9/10-2h","hhhr9/10-2","einfache Bruchterme erweitern und kürzen und multiplizieren (nur R)",""
"hhhr9/10-3a","hhhr9/10","9/10-3 Beziehungen im Raum - Satzgruppe des Pythagoras",""
"hhhr9/10-3aa","hhhr9/10-3","Satz des Pythagoras","PythagorasTheorem"
"hhhr9/10-3ab","hhhr9/10-3","den Satz des Pythagoras kennen","Know_Pythagoras_theorem"
"hhhr9/10-3ac","hhhr9/10-3","den Satz des Pythagoras verstehen","Understand_Pythagoras_theorem"
"hhhr9/10-3ad","hhhr9/10-3","die Umkehrung des Satzes des Pythagoras verstehen",""
"hhhr9/10-3ae","hhhr9/10-3","den Satz des Pythagoras zur Berechnung von Größen verwenden","Use_Pythagoras_theorem_to_obtain_magnitudes"
"hhhr9/10-3af","hhhr9/10-3","die Umkehrung des Satzes des Pythagoras verwenden","Use_converse_of_Pythagoras_theorem"
"hhhr9/10-3ag","hhhr9/10-3","den Beweis für den Satz des Pythagoras verstehen",""
"hhhr9/10-3b","hhhr9/10","9/10-3b Beziehungen im Raum - Strahlensätze (nur R)",""
"hhhr9/10-3ba","hhhr9/10-3b","Strahlensatz","TriangleInterceptTheorem"
"hhhr9/10-3bb","hhhr9/10-3b","Maßstab",""
"hhhr9/10-3bc","hhhr9/10-3b","den Strahlensatz verwenden","Use_proportionality_of_sidelengths_of_triangles_in_particular_configuration"
"hhhr9/10-3c","hhhr9/10","9/10-3c Beziehungen im Raum - Darstellen und Berechnung von Flächen und Körper",""
"hhhr9/10-3ca","hhhr9/10-3c","Kreis","Circle"
"hhhr9/10-3cb","hhhr9/10-3c","Zylinder","Cylinder"
"hhhr9/10-3cc","hhhr9/10-3c","Pyramide","Pyramid"
"hhhr9/10-3cd","hhhr9/10-3c","Kegel","Cone"
"hhhr9/10-3ce","hhhr9/10-3c","Kugel","Sphere"
"hhhr9/10-3cf","hhhr9/10-3c","Umformen","Expand"
"hhhr9/10-3cg","hhhr9/10-3c","wissen und was die Kreislinie (Kreisumfang) ist","Know_circumference"
"hhhr9/10-3ch","hhhr9/10-3c","die Formel für den Kreisumfang verwenden","Use_formula_circle_length"
"hhhr9/10-3ci","hhhr9/10-3c","den Flächeninhalt eines Kreises berechnen","Calculate_area_of_disc_with_given_radius"
"hhhr9/10-3cj","hhhr9/10-3c","die Länge eines Kreisbogens berechnen (nur R)","Calculate_length_of_circular_arc"
"hhhr9/10-3ck","hhhr9/10-3c","Kreisausschnitte berechnen (nur R)",""
"hhhr9/10-3cl","hhhr9/10-3c","Die Manntelfläche eines Zylinders berechnen (nur R)","Calculate_area_of_lateral_surface_of_cylinder"
"hhhr9/10-3cm","hhhr9/10-3c","die Oberfläche eines Zylinders berechnen (nur R)","Calculate_areas_of_cylinder"
"hhhr9/10-3cn","hhhr9/10-3c","das Voumen eines Zylinders berechnen","Calculate_volume_of_revolution_cylinder"
"hhhr9/10-3co","hhhr9/10-3c","das Netz einer Pyramide mit gegebenen Maßen konstruieren","Construct_net_of_pyramid_with_given_dimensions"
"hhhr9/10-3cp","hhhr9/10-3c","Die Mantelfläche einer Pyramide berechnen (nur R)",""
"hhhr9/10-3cq","hhhr9/10-3c","Die Oberfläche einer Pyramide berechnen (nur R)",""
"hhhr9/10-3cr","hhhr9/10-3c","das Volumen einer Pyramide berechnen","Calculate_volume_of_pyramid_using_formula"
"hhhr9/10-3cs","hhhr9/10-3c","das Volumen eines Kegel berechnen","Calculate_volume_of_cone"
"hhhr9/10-3ct","hhhr9/10-3c","eine Kugel darstellen","Represent_sphere_and_great_circles"
"hhhr9/10-3cu","hhhr9/10-3c","das Volumen einer Kugel berechnen","Calculate_volume_of_sphere"
"hhhr9/10-3cv","hhhr9/10-3c","Die Oberfläche der Kugel berechnen (nur R)",""
"hhhr9/10-4","hhhr9/10","9/10-4 Daten und Zahlen: Datenerhebung",""
"hhhr9/10-4a","hhhr9/10-4","Daten","Data"
"hhhr9/10-4b","hhhr9/10-4","statistische Daten","Statistical_data"
"hhhr9/10-4c","hhhr9/10-4","Daten sammeln","Data_collect"
"hhhr9/10-4d","hhhr9/10-4","graphische Darstellung von Daten","Graphical_display_of_data"
"hhhr9/10-4e","hhhr9/10-4","Daten sammeln","Collect_data"
"hhhr9/10-4f","hhhr9/10-4","Daten bearbeiten","To_Process_data"
"hhhr9/10-4g","hhhr9/10-4","grafische Darstellung von Daten verwenden","Use_graphical_display_of_data"
"hhhr9/10-4h","hhhr9/10-4","Daten in einem Diagramm darstellen","Represent_data_in_a_diagram"
"hhhr9/10-5","hhhr9/10","9/10-5 Quadratische Gleichungen und quadratische Funktionen (nur R)",""
"hhhr9/10-5a","hhhr9/10-5","Quadratische Gleichung","Quadratic_Equation"
"hhhr9/10-5b","hhhr9/10-5","quadratische Funktion","Quadratic_function"
"hhhr9/10-5c","hhhr9/10-5","Parabel","Parabola"
"hhhr9/10-5d","hhhr9/10-5","gleichzeitig eine lineare und eine quadratische Gleichung lösen","Solve_simultaneous_equations_one_linear_the_other_quadratic"
"hhhr9/10-5e","hhhr9/10-5","quadratische Gleichungen grafisch und rechnerische lösen",""
"","","Eigenschaften der quadratischen Funktion insbesondere Symmetrieeigenschaften kennen und nutzen",""
"hhhr9/10-6","hhhr9/10","9/10-6 Veränderungen - Wachstum und Abnahme (nur R)",""
"hhhr9/10-6a","hhhr9/10-6","Parabel","Parabola"
"hhhr9/10-6b","hhhr9/10-6","Exponentialfunktion","Exponential_function"
"hhhr9/10-6c","hhhr9/10-6","Potenz","Power"
"hhhr9/10-6d","hhhr9/10-6","Potenzen und Wurzeln von Zahlen berechnen","Calculate_with_powers_roots_numbers_in_standard_form"
"hhhr9/10-6e","hhhr9/10-6","Exponentialdarstellung großer und kleiner Zahlen auf dem Taschenrechner",""
"hhhr9/10-6f","hhhr9/10-6","Zins- und Zinseszinsrechnung",""
"hhhr9/10-7","hhhr9/10","9/10-7 Orientierung im Raum und in der Ebene - Trigonometrie (nur R)",""
"hhhr9/10-7a","hhhr9/10-7","Sinus","Sine"
